customer_id,date_of_birth,borough,neighborhood,zip_code,name
9731,01-01-2000,MANHATTAN,UPPER EAST SIDE,10021,"Jäger, Hanna"
9732,01-01-2000,QUEENS,JAMAICA,11423,"Krämer, Dominik"
9733,05-04-2015,BROOKLYN,NORTHWEST BROOKLYN,11231,"Winkler, Dominik"
9735,01-01-2000,BROOKLYN,NORTHWEST BROOKLYN,11231,"Klein, Elias"
9737,null,BRONX,SOUTHEAST BRONX,10461,"Groß, Nora"
9738,18-04-2001,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Albrecht, Emilia"
9739,01-01-2000,STATEN ISLAND,SOUTH SHORE,10309,"Schäfer, Lara"
9740,01-01-1999,BROOKLYN,CENTRAL BROOKLYN,11233,"Schuster, Katharina"
9741,01-01-2000,BRONX,CENTRAL BRONX,10457,"Adam, Felix"
9744,01-01-2000,QUEENS,WEST CENTRAL QUEENS,11375,"Wagner, Lotta"
9745,01-11-2000,BROOKLYN,CENTRAL BROOKLYN,11213,"Weiß, Marie"
9746,02-01-2013,BROOKLYN,NORTHWEST BROOKLYN,11215,"Horn, Luna"
9747,14-10-2010,QUEENS,NORTHEAST QUEENS,11364,"Lang, Paula"
9748,26-03-2015,BRONX,KINGSBRIDGE AND RIVERDALE,10471,"Weiß, Emilia"
9749,02-06-2013,QUEENS,SOUTHWEST QUEENS,11418,"Roth, Lennard"
9750,01-01-2000,QUEENS,JAMAICA,11423,"Stephan, Aaron"
9751,02-10-2012,QUEENS,JAMAICA,11433,"Keller, Fabian"
9752,01-01-2000,BRONX,HUNTS POINT AND MOTT HAVEN,10454,"Böhm, Emilia"
9753,null,MANHATTAN,LOWER EAST SIDE,10003,"Günther, Charlotte"
9755,01-01-2000,QUEENS,JAMAICA,11423,"Dietz, Nele"
9756,01-01-2000,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Michel, Charlotte"
9757,30-11-2004,QUEENS,NORTH QUEENS,11359,"Kaiser, Antonia"
9759,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10036,"Weber, Johanna"
9760,01-01-2000,STATEN ISLAND,SOUTH SHORE,10306,"Wagner, Pascal"
9763,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Schilling, Noah"
9764,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10011,"Linke, Malte"
9766,10-02-1992,BROOKLYN,NORTHWEST BROOKLYN,11205,"Wirth, Paula"
9767,01-01-2014,STATEN ISLAND,STAPLETON AND ST. GEORGE,10304,"Michel, Nora"
9768,01-01-2000,BROOKLYN,NORTHWEST BROOKLYN,11201,"Schulz, Florian"
9769,01-01-2000,MANHATTAN,UPPER WEST SIDE,10024,"Groß, Helene"
9770,01-01-2000,BROOKLYN,CENTRAL BROOKLYN,11233,"Vogel, Levi"
9771,01-01-2000,QUEENS,NORTHEAST QUEENS,11361,"Stephan, Johanna"
9772,01-01-2000,QUEENS,NORTH QUEENS,11355,"Sauer, Moritz"
9773,01-01-2000,QUEENS,NORTH QUEENS,11357,"Meyer, Pascal"
9774,null,STATEN ISLAND,SOUTH SHORE,10308,"Schröter, Emil"
9775,01-01-2000,BRONX,CENTRAL BRONX,10457,"Krämer, Jule"
9776,01-01-2000,BROOKLYN,FLATBUSH,11210,"Reuter, Emilia"
9777,14-09-1976,MANHATTAN,CENTRAL HARLEM,10027,"Freitag, Lotta"
9778,07-03-2007,QUEENS,SOUTHWEST QUEENS,11417,"Schröder, Luisa"
9779,25-07-2012,BRONX,BRONX PARK AND FORDHAM,10468,"Köhler, Luisa"
9780,08-10-2007,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Voelker, Finn"
9781,07-11-2010,QUEENS,SOUTHEAST QUEENS,11411,"Lang, Ruben"
9782,01-01-1999,QUEENS,ROCKAWAYS,11692,"Schmid, Tobias"
9783,23-04-2015,MANHATTAN,CENTRAL HARLEM,10026,"Kuhnert, Erik"
9784,04-08-2004,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Michel, Dominik"
9786,10-03-2015,BROOKLYN,SOUTHERN BROOKLYN,11235,"Schäfer, Malte"
9788,18-06-2009,BRONX,HUNTS POINT AND MOTT HAVEN,10454,"Heinrichs, Adrian"
9789,23-03-2005,QUEENS,ROCKAWAYS,11694,"Fischer, Elias"
9790,01-01-2000,BROOKLYN,GREENPOINT,11211,"Heinrich, Aaron"
9792,19-08-1984,BROOKLYN,SOUTHERN BROOKLYN,11224,"Martens, Malte"
9793,20-01-2014,QUEENS,JAMAICA,11432,"Martens, Paula"
9794,11-06-2001,MANHATTAN,EAST HARLEM,10029,"Koch, Moritz"
9795,16-07-2000,BROOKLYN,CENTRAL BROOKLYN,11212,"Lorenz, Maxim"
9796,01-01-2000,MANHATTAN,UPPER WEST SIDE,10023,"Beck, Jan"
9798,20-12-2011,QUEENS,SOUTHWEST QUEENS,11420,"Schulz, Helene"
9800,02-12-2014,MANHATTAN,LOWER MANHATTAN,10005,"Weiß, Ben"
9801,02-04-2010,QUEENS,NORTH QUEENS,11357,"Kopp, Samuel"
9802,07-05-2017,QUEENS,JAMAICA,11423,"Peters, Clara"
9803,24-05-2009,BROOKLYN,BOROUGH PARK,11218,"Heinrich, Lennard"
9804,16-02-2011,BROOKLYN,FLATBUSH,11225,"Fischer, Mila"
9805,12-05-2011,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Jäger, Luna"
9806,01-01-2000,QUEENS,WEST QUEENS,11372,"Braun, Lina"
9807,15-02-1998,QUEENS,WEST QUEENS,11372,"Langer, Florian"
9808,01-01-2000,MANHATTAN,LOWER EAST SIDE,10002,"Huber, Leon"
9810,18-02-2013,BRONX,KINGSBRIDGE AND RIVERDALE,10463,"Ludwig, Jule"
9811,12-11-2010,MANHATTAN,LOWER EAST SIDE,10003,"Schmid, Dennis"
9815,07-02-2011,QUEENS,NORTHEAST QUEENS,11363,"Weber, Mia"
9816,26-01-2014,QUEENS,SOUTHWEST QUEENS,11417,"Brandt, Adrian"
9817,03-10-2006,QUEENS,ROCKAWAYS,11693,"Peters, Antonia"
9818,05-07-2004,QUEENS,WEST CENTRAL QUEENS,11385,"Otto, Nele"
9819,28-02-2004,BROOKLYN,SUNSET PARK,11220,"Schreiber, Niklas"
9820,16-03-2014,BROOKLYN,BOROUGH PARK,11204,"Walter, Henry"
9821,01-01-2000,BROOKLYN,CENTRAL BROOKLYN,11213,"Schwarz, Philipp"
9823,01-01-2000,BROOKLYN,SOUTHERN BROOKLYN,11235,"Frank, Maxim"
9824,01-01-2000,BRONX,SOUTHEAST BRONX,10473,"Richter, Theo"
9825,20-06-2004,MANHATTAN,LOWER EAST SIDE,10002,"Schilling, Greta"
9826,02-04-2014,MANHATTAN,CHELSEA AND CLINTON,10019,"Graf, Sofia"
9827,01-01-2000,BROOKLYN,FLATBUSH,11210,"Scholz, Carlotta"
9828,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10001,"Baumann, Charlotte"
9829,30-07-2014,BROOKLYN,CENTRAL BROOKLYN,11238,"Albrecht, Johanna"
9830,25-12-2014,QUEENS,WEST QUEENS,11377,"Linke, Philipp"
9831,24-02-1997,MANHATTAN,UPPER EAST SIDE,10065,"Schäfer, Maxim"
9832,31-01-2013,MANHATTAN,CENTRAL HARLEM,10030,"Schmid, Frieda"
9833,24-05-2012,BRONX,SOUTHEAST BRONX,10462,"Seidel, Tim"
9836,07-11-1998,BROOKLYN,SOUTHERN BROOKLYN,11229,"Engel, Felix"
9837,01-01-2000,BRONX,SOUTHEAST BRONX,10464,"Krämer, Linus"
9840,01-01-2000,QUEENS,CENTRAL QUEENS,11367,"Günther, Julius"
9841,null,QUEENS,NORTHEAST QUEENS,11362,"Müller, Victoria"
9842,14-11-1992,MANHATTAN,CENTRAL HARLEM,10027,"Kuhn, Leni"
9843,28-07-2013,MANHATTAN,CHELSEA AND CLINTON,10019,"Zimmermann, Julius"
9844,11-11-2013,BROOKLYN,BOROUGH PARK,11230,"Richter, Philipp"
9847,17-02-2001,QUEENS,JAMAICA,11435,"Hartmann, Nils"
9849,12-11-2013,QUEENS,NORTHEAST QUEENS,11364,"Roth, Niklas"
9850,12-11-2010,QUEENS,SOUTHWEST QUEENS,11417,"Baumann, Elias"
9851,26-05-2015,BROOKLYN,GREENPOINT,11222,"Winkler, Ole"
9852,28-12-1994,QUEENS,ROCKAWAYS,11697,"Bauer, Paula"
9853,12-07-2014,BROOKLYN,SOUTHERN BROOKLYN,11229,"Meyer, Lennard"
9854,02-01-2000,BROOKLYN,CENTRAL BROOKLYN,11238,"Heinrichs, Anna"
9856,01-01-2000,BROOKLYN,FLATBUSH,11203,"Vogel, Julius"
9859,28-11-2000,QUEENS,SOUTHWEST QUEENS,11417,"Schwarz, Leni"
9861,01-01-2000,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Roth, Maxim"
9862,01-01-2000,QUEENS,CENTRAL QUEENS,11365,"Winkler, Anton"
9864,02-02-2010,BROOKLYN,SOUTHERN BROOKLYN,11235,"Stephan, Luisa"
9867,25-10-2015,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Klein, Luis"
9868,01-01-2000,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Reuter, Sebastian"
9869,30-04-2014,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Sauer, Florian"
9870,19-10-1996,QUEENS,SOUTHEAST QUEENS,11422,"Hofmann, Lisa"
9872,28-10-2008,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10040,"Sauer, Emma"
9873,01-01-2000,MANHATTAN,CHELSEA AND CLINTON,10019,"Fischer, Lina"
9875,12-11-2010,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Lang, Maximilian"
9876,22-12-2013,MANHATTAN,LOWER MANHATTAN,10004,"Wagner, Anton"
9877,19-05-2015,QUEENS,JAMAICA,11435,"Schröter, Lennard"
9881,01-01-2000,BROOKLYN,FLATBUSH,11226,"Lorenz, Maximilian"
9882,12-11-2010,BROOKLYN,BOROUGH PARK,11204,"Hofmann, Antonia"
9884,null,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10033,"Schmidt, Jonathan"
9886,04-06-2015,MANHATTAN,UPPER EAST SIDE,10044,"Brandt, Vincent"
9887,12-11-2010,MANHATTAN,CHELSEA AND CLINTON,10011,"Stark, Lina"
9888,01-01-2002,QUEENS,NORTHWEST QUEENS,11101,"Förster, Alexander"
9889,01-01-2000,MANHATTAN,CENTRAL HARLEM,10030,"Hofmann, Lotta"
9890,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10031,"Arnold, Paula"
9892,19-08-2010,QUEENS,SOUTHWEST QUEENS,11416,"Schwarz, Florian"
9893,24-09-2005,QUEENS,WEST QUEENS,11377,"Langer, Timo"
9895,16-07-1995,QUEENS,NORTHWEST QUEENS,11106,"Adam, Sarah"
9897,22-03-2005,QUEENS,JAMAICA,11432,"Weber, Ella"
9898,26-01-1993,MANHATTAN,UPPER EAST SIDE,10044,"Graf, Elias"
9899,01-01-2000,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10040,"Schilling, Anton"
9901,08-02-2015,BRONX,HIGH BRIDGE AND MORRISANIA,10451,"Richter, Ruben"
9903,12-11-2010,BROOKLYN,CENTRAL BROOKLYN,11233,"Seidel, Katharina"
9904,08-05-2011,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10031,"Scholz, Helene"
9906,21-07-2011,QUEENS,SOUTHWEST QUEENS,11420,"Schmidt, Collin"
9909,12-11-2010,QUEENS,CENTRAL QUEENS,11365,"Schröter, Tim"
9910,12-11-2010,QUEENS,JAMAICA,11412,"Kuhn, Jonathan"
9913,13-10-1982,BRONX,HUNTS POINT AND MOTT HAVEN,10459,"Schuster, Tobias"
9915,10-03-2000,BROOKLYN,SOUTHERN BROOKLYN,11223,"Weiß, Niklas"
9916,11-03-1983,MANHATTAN,CHELSEA AND CLINTON,10018,"Pohl, Alexander"
9917,01-01-2000,MANHATTAN,CENTRAL HARLEM,10027,"Becker, Mia"
9918,01-01-2000,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11206,"Reuter, Marco"
9919,08-01-1977,BROOKLYN,NORTHWEST BROOKLYN,11205,"Bauer, Luca"
9920,01-01-2000,QUEENS,JAMAICA,11433,"Wirth, Luna"
9922,16-05-2005,BROOKLYN,SOUTHWEST BROOKLYN,11209,"Schilling, Linus"
9923,12-11-2010,BROOKLYN,SOUTHERN BROOKLYN,11224,"Horn, Pauline"
9924,12-11-2010,BROOKLYN,SOUTHERN BROOKLYN,11223,"Barth, Tom"
9925,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10016,"Walter, Jonathan"
9927,01-01-1999,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Huber, Oskar"
9928,17-11-2001,BROOKLYN,CENTRAL BROOKLYN,11212,"Linke, Johanna"
9929,12-11-2010,QUEENS,ROCKAWAYS,11693,"Lang, Luca"
9930,12-11-2010,QUEENS,SOUTHEAST QUEENS,11005,"Kaiser, Ben"
9932,09-05-1999,MANHATTAN,GREENWICH VILLAGE AND SOHO,10013,"Maier, Helene"
9933,01-01-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Fischer, Luna"
9934,12-11-2010,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10033,"Keller, Nora"
9935,01-01-2000,BROOKLYN,FLATBUSH,11225,"Brandt, Marlene"
9936,01-01-1970,BROOKLYN,FLATBUSH,11226,"Kaiser, Hanna"
9939,12-11-2010,MANHATTAN,EAST HARLEM,10029,"Schmidt, Ronja"
9940,12-11-2010,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Schwarz, Leon"
9942,01-01-2000,MANHATTAN,EAST HARLEM,10029,"Krämer, Lina"
9944,null,,null,,"Lang, Lea"
9945,01-01-2000,MANHATTAN,LOWER EAST SIDE,10002,"Fischer, Melina"
9946,01-01-2000,BRONX,BRONX PARK AND FORDHAM,10467,"Freitag, Noah"
9947,12-02-2010,STATEN ISLAND,SOUTH SHORE,10308,"Krämer, Amelie"
9948,01-01-2000,BRONX,KINGSBRIDGE AND RIVERDALE,10471,"Simon, Levi"
9949,15-01-2003,QUEENS,ROCKAWAYS,11697,"Müller, Katharina"
9950,08-02-2004,BRONX,SOUTHEAST BRONX,10462,"Horn, Jule"
9952,12-11-2010,QUEENS,WEST QUEENS,11373,"Ludwig, Elisa"
9953,24-02-2015,BROOKLYN,SOUTHERN BROOKLYN,11229,"Wirth, Emil"
9954,01-01-2001,BRONX,BRONX PARK AND FORDHAM,10468,"Reuter, Nils"
9955,01-01-2000,QUEENS,WEST QUEENS,11372,"Linke, Sofia"
9956,12-11-2010,BRONX,HUNTS POINT AND MOTT HAVEN,10454,"Roth, Alina"
9958,12-11-2010,QUEENS,CENTRAL QUEENS,11365,"Hoffmann, Finn"
9960,07-08-2010,QUEENS,JAMAICA,11434,"Brandt, Luna"
9961,01-01-2000,QUEENS,NORTH QUEENS,11355,"Scholz, Linus"
9962,01-01-2000,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Schmidt, Jan"
9963,01-01-1999,STATEN ISLAND,SOUTH SHORE,10312,"Krämer, Elias"
9964,01-01-2000,STATEN ISLAND,PORT RICHMOND,10302,"Adam, Jule"
9965,01-01-2000,STATEN ISLAND,SOUTH SHORE,10306,"Fuchs, Paul"
9967,01-01-2000,QUEENS,NORTHEAST QUEENS,11362,"Lehmann, David"
9969,01-01-2000,STATEN ISLAND,PORT RICHMOND,10302,"Paul, Philipp"
9970,01-01-2000,BROOKLYN,NORTHWEST BROOKLYN,11231,"Schuster, Lotta"
9971,12-11-2010,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Kaiser, Amelie"
9972,01-01-2010,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Pohl, Emma"
9973,08-04-2008,BRONX,NORTHEAST BRONX,10466,"Günther, Emilia"
9974,01-01-2000,BROOKLYN,SOUTHERN BROOKLYN,11235,"Förster, Nils"
9975,01-01-2000,BROOKLYN,FLATBUSH,11203,"Dietz, Nora"
9976,22-04-2000,BRONX,CENTRAL BRONX,10460,"Bauer, Lara"
9977,01-01-2000,QUEENS,WEST QUEENS,11377,"Simon, Peer"
9978,01-01-2000,BRONX,NORTHEAST BRONX,10466,"Fischer, Florian"
9979,01-01-2000,BRONX,SOUTHEAST BRONX,10464,"Arnold, Emil"
9981,01-01-2000,BROOKLYN,SUNSET PARK,11220,"Braun, Luca"
9982,04-10-2010,BROOKLYN,SUNSET PARK,11232,"Schmid, Henry"
9984,01-01-2000,BRONX,HIGH BRIDGE AND MORRISANIA,10451,"Kuhn, Samuel"
9985,08-07-2012,QUEENS,ROCKAWAYS,11692,"Klein, Julian"
9986,11-07-2016,BRONX,SOUTHEAST BRONX,10464,"Dietz, Mats"
9987,12-11-2010,QUEENS,NORTHEAST QUEENS,11364,"Köhler, Julius"
9988,01-06-2015,QUEENS,SOUTHEAST QUEENS,11004,"Roth, Lea"
9989,01-01-2000,QUEENS,NORTH QUEENS,11359,"Kuhn, Mila"
9990,09-02-2002,QUEENS,NORTHEAST QUEENS,11364,"Dietrich, Niklas"
9991,12-11-2010,BROOKLYN,SOUTHWEST BROOKLYN,11214,"Sauer, Levi"
9992,12-11-2010,STATEN ISLAND,MID-ISLAND,10314,"Dietrich, Leni"
9993,23-03-2009,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Frank, Marlene"
9994,11-05-2010,BROOKLYN,CENTRAL BROOKLYN,11233,"Walter, Nora"
9995,12-11-2010,QUEENS,NORTHEAST QUEENS,11362,"Simon, Frieda"
9996,12-11-2010,QUEENS,NORTHEAST QUEENS,11364,"Brandt, Anton"
9997,01-01-2006,QUEENS,NORTH QUEENS,11354,"Schuster, Henry"
9998,01-01-2000,QUEENS,JAMAICA,11434,"Schwarz, Katharina"
9999,11-03-2007,MANHATTAN,UPPER EAST SIDE,10075,"Becker, Tobias"
10002,01-11-2000,MANHATTAN,LOWER MANHATTAN,10038,"Neumann, Lennard"
10004,01-01-2000,QUEENS,JAMAICA,11436,"Maier, Felix"
10006,12-11-2010,BRONX,BRONX PARK AND FORDHAM,10467,"Otto, David"
10007,21-11-2004,BRONX,HUNTS POINT AND MOTT HAVEN,10474,"Voelker, Anna"
10008,12-11-2010,BRONX,BRONX PARK AND FORDHAM,10458,"Busch, Nils"
10009,29-01-2009,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10033,"Sommer, Victoria"
10011,27-12-1999,QUEENS,ROCKAWAYS,11692,"Ziegler, Jan"
10014,02-11-2011,BRONX,BRONX PARK AND FORDHAM,10468,"Freitag, Leni"
10015,01-01-2000,BRONX,NORTHEAST BRONX,10470,"Peters, Tim"
10016,04-04-2010,BROOKLYN,CENTRAL BROOKLYN,11216,"Meyer, Helene"
10017,01-01-2005,BROOKLYN,CENTRAL BROOKLYN,11233,"Lehmann, Julius"
10018,12-11-2010,MANHATTAN,LOWER EAST SIDE,10003,"Scholten, Johanna"
10019,31-08-2004,QUEENS,NORTH QUEENS,11357,"Scholz, Lennard"
10020,01-01-2000,QUEENS,NORTHWEST QUEENS,11101,"Albrecht, Katharina"
10021,null,BROOKLYN,CENTRAL BROOKLYN,11212,"Kopp, Nora"
10022,01-01-1999,BRONX,SOUTHEAST BRONX,10462,"Engel, Tom"
10023,01-01-2009,QUEENS,WEST QUEENS,11377,"Brandt, Emma"
10024,17-09-2011,MANHATTAN,UPPER WEST SIDE,10025,"Frank, Elisa"
10025,01-01-2000,QUEENS,WEST CENTRAL QUEENS,11379,"Schreiber, Oskar"
10026,12-11-2010,BROOKLYN,SUNSET PARK,11220,"Braun, Helene"
10027,01-01-2000,MANHATTAN,CENTRAL HARLEM,10027,"Braun, Katharina"
10029,14-02-2008,BROOKLYN,SOUTHWEST BROOKLYN,11228,"Krämer, Paul"
10030,28-06-2011,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10034,"Barth, Timo"
10031,01-01-2000,QUEENS,SOUTHEAST QUEENS,11411,"Meyer, Emil"
10033,14-12-2008,QUEENS,SOUTHEAST QUEENS,11428,"Köhler, Maxim"
10035,01-01-2000,QUEENS,WEST QUEENS,11377,"Schuster, Linus"
10036,12-11-2010,QUEENS,WEST CENTRAL QUEENS,11375,"Voelker, Ella"
10037,07-08-2000,BRONX,NORTHEAST BRONX,10470,"Vogel, Marco"
10039,12-11-2010,BROOKLYN,CENTRAL BROOKLYN,11213,"Müller, Lotta"
10040,05-03-1998,BROOKLYN,BOROUGH PARK,11204,"Berger, Luca"
10041,08-06-2013,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Busch, Julius"
10042,22-06-2011,MANHATTAN,LOWER EAST SIDE,10002,"Müller, Carlotta"
10043,01-03-2014,MANHATTAN,LOWER EAST SIDE,10009,"Wagner, Amelie"
10044,01-01-2000,MANHATTAN,UPPER WEST SIDE,10024,"Lorenz, Katharina"
10045,30-06-2015,QUEENS,JAMAICA,11434,"Möller, Marie"
10047,30-09-2007,STATEN ISLAND,SOUTH SHORE,10307,"Winkler, Nico"
10048,01-01-2001,BROOKLYN,FLATBUSH,11210,"Engel, Leni"
10049,13-08-2001,MANHATTAN,CHELSEA AND CLINTON,10019,"Engel, Dominik"
10050,23-05-2011,BRONX,NORTHEAST BRONX,10470,"Frank, Luna"
10051,22-05-2014,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10016,"Dietz, Timo"
10052,05-10-2011,QUEENS,WEST QUEENS,11369,"Koch, Laurin"
10053,01-01-1998,BROOKLYN,SOUTHERN BROOKLYN,11224,"Hahn, Oskar"
10056,01-01-2008,MANHATTAN,LOWER MANHATTAN,10038,"Schröder, Linus"
10057,12-11-2010,QUEENS,SOUTHWEST QUEENS,11420,"Busch, Luisa"
10058,01-02-2000,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Fuchs, Felix"
10061,01-01-2000,BRONX,NORTHEAST BRONX,10469,"Vogel, Mats"
10062,01-01-2000,MANHATTAN,CENTRAL HARLEM,10030,"Barth, Paul"
10063,01-01-2000,MANHATTAN,LOWER EAST SIDE,10002,"Horn, Antonia"
10064,25-05-2014,MANHATTAN,LOWER EAST SIDE,10009,"Peters, Maximilian"
10065,01-01-2000,QUEENS,CENTRAL QUEENS,11366,"Kuhn, Erik"
10069,06-07-2008,BROOKLYN,SOUTHERN BROOKLYN,11224,"Klein, Luca"
10070,01-01-2000,MANHATTAN,CENTRAL HARLEM,10027,"Jung, Tim"
10071,12-11-2010,MANHATTAN,CENTRAL HARLEM,10037,"Wirth, Ella"
10072,20-10-2013,MANHATTAN,LOWER MANHATTAN,10280,"Lorenz, Pascal"
10073,22-04-2014,MANHATTAN,LOWER EAST SIDE,10002,"Hartmann, Anton"
10074,01-01-1999,QUEENS,SOUTHEAST QUEENS,11426,"Schulz, Mathilda"
10075,01-01-2011,BRONX,HIGH BRIDGE AND MORRISANIA,10456,"Schröder, Jonas"
10076,20-03-2013,BROOKLYN,BOROUGH PARK,11219,"Becker, Luna"
10077,20-04-2015,BROOKLYN,CANARSIE AND FLATLANDS,11234,"Otto, Erik"
10078,01-01-2000,BRONX,SOUTHEAST BRONX,10465,"Sauer, Anton"
10081,01-01-2014,MANHATTAN,CHELSEA AND CLINTON,10001,"Dietrich, Johanna"
10082,01-06-2016,MANHATTAN,CHELSEA AND CLINTON,10036,"Martens, Timo"
10083,28-11-2014,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10022,"Klein, Moritz"
10084,01-01-2000,BRONX,BRONX PARK AND FORDHAM,10458,"Günther, Adrian"
10085,01-01-2000,QUEENS,NORTHEAST QUEENS,11363,"Meyer, Emilia"
10086,26-09-2007,BROOKLYN,NORTHWEST BROOKLYN,11231,"Heinrich, Frieda"
10087,09-08-2015,QUEENS,SOUTHEAST QUEENS,11413,"Müller, Jule"
10089,12-11-2010,BROOKLYN,BOROUGH PARK,11219,"Schröder, Lara"
10090,01-03-2010,BROOKLYN,SUNSET PARK,11232,"Adam, Kilian"
10091,01-01-2000,QUEENS,SOUTHWEST QUEENS,11418,"Arnold, Ella"
10092,09-09-1980,BROOKLYN,FLATBUSH,11226,"Busch, Lennard"
10093,19-06-2016,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10040,"Heinrichs, Vincent"
10094,15-07-2012,QUEENS,NORTH QUEENS,11360,"Ziegler, Peer"
10095,12-11-2010,QUEENS,ROCKAWAYS,11694,"Böhm, Adrian"
10096,12-11-2010,MANHATTAN,GRAMERCY PARK AND MURRAY HILL,10010,"Barth, Henry"
10097,17-07-2012,BRONX,HIGH BRIDGE AND MORRISANIA,10452,"Martens, Katharina"
10098,22-02-2005,STATEN ISLAND,SOUTH SHORE,10307,"Sauer, Lara"
10099,01-03-2006,QUEENS,JAMAICA,11423,"Scholten, Lennard"
10100,01-01-2000,BRONX,SOUTHEAST BRONX,10464,"Dietz, Nils"
10101,30-01-2002,BRONX,HIGH BRIDGE AND MORRISANIA,10451,"Bauer, Sarah"
10102,09-10-2013,BROOKLYN,SOUTHERN BROOKLYN,11235,"Möller, Melina"
10103,14-02-1990,BRONX,NORTHEAST BRONX,10470,"Beck, Antonia"
10104,12-11-2010,MANHATTAN,CHELSEA AND CLINTON,10001,"Lehmann, Maximilian"
10105,01-01-2000,BROOKLYN,SOUTHERN BROOKLYN,11224,"Reuter, Emil"
10106,17-09-2002,MANHATTAN,UPPER EAST SIDE,10028,"Becker, Ella"
10107,28-07-2008,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Wirth, Amelie"
10108,01-01-1999,MANHATTAN,LOWER EAST SIDE,10002,"Schneider, Mathilda"
10109,06-04-2005,MANHATTAN,UPPER EAST SIDE,10075,"Kaiser, Linus"
10110,01-01-2000,QUEENS,ROCKAWAYS,11691,"Kaiser, Tim"
10111,01-01-2000,BRONX,CENTRAL BRONX,10457,"Kühn, Pauline"
10112,12-11-2010,STATEN ISLAND,STAPLETON AND ST. GEORGE,10301,"Hartmann, Frieda"
10113,28-03-2010,QUEENS,SOUTHEAST QUEENS,11427,"Maier, Lisa"
10114,01-01-1999,BROOKLYN,CANARSIE AND FLATLANDS,11236,"Keller, Ronja"
10115,28-09-2003,BROOKLYN,BOROUGH PARK,11230,"Schmidt, Timo"
10116,04-12-2012,QUEENS,NORTH QUEENS,11354,"Klein, Ella"
10117,23-06-2008,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11237,"Wagner, Florian"
10118,01-01-2008,QUEENS,ROCKAWAYS,11693,"Voelker, Anton"
10119,01-01-2000,MANHATTAN,LOWER MANHATTAN,10005,"Stephan, Lisa"
10120,01-01-2000,BROOKLYN,BUSHWICK AND WILLIAMSBURG,11221,"Heinrich, Nele"
10121,15-02-2003,QUEENS,SOUTHEAST QUEENS,11427,"Albrecht, Erik"
10122,12-11-2010,QUEENS,CENTRAL QUEENS,11367,"Peters, Paul"
10123,01-01-2000,QUEENS,SOUTHEAST QUEENS,11429,"Schmid, Lara"
10124,12-11-2010,MANHATTAN,LOWER EAST SIDE,10002,"Kuhnert, Levi"
10125,12-11-2010,QUEENS,WEST QUEENS,11368,"Albrecht, Alina"
10127,06-08-2013,MANHATTAN,INWOOD AND WASHINGTON HEIGHTS,10032,"Sommer, Tim"
10128,12-11-2010,MANHATTAN,GREENWICH VILLAGE AND SOHO,10014,"Schreiber, Jan"
10129,31-08-2003,QUEENS,NORTHEAST QUEENS,11361,"Simon, Marie"
10130,01-01-2000,MANHATTAN,CENTRAL HARLEM,10037,"Jung, Moritz"
10131,12-11-2010,QUEENS,CENTRAL QUEENS,11367,"Busch, Aaron"
